user_id,is_gone
4,0.012045994392852855
6,0.012045994392852855
10,0.024980757294137953
12,0.059742448959458246
13,0.4994269403128395
15,0.16359953100754554
19,0.012045994392852855
21,0.3534173260789624
23,0.012045994392852855
35,0.1265682777415626
40,0.012045994392852855
45,0.10404900651683581
55,0.1867104916141632
58,0.1691895368123787
62,0.053173787695904084
72,0.012045994392852855
74,0.11022167176019784
81,0.037892057076830236
84,0.025155613696396864
92,0.012045994392852855
93,0.012045994392852855
98,0.012045994392852855
102,0.553838469719528
105,0.046363591448436194
107,0.012045994392852855
112,0.10063694784570083
113,0.23816045636491162
119,0.30624987694898076
124,0.22840105573371836
140,0.3018562082753781
141,0.05932604386831302
143,0.012045994392852855
150,0.10254209470857006
159,0.012045994392852855
162,0.10404900651683581
164,0.03195866034178476
165,0.012045994392852855
167,0.05880725004024589
174,0.012045994392852855
177,0.1885629195584768
180,0.012045994392852855
185,0.012045994392852855
186,0.44939826493883545
195,0.2635194773080038
198,0.37046214494056473
200,0.358197654725191
204,0.165109580156517
205,0.01962555661149784
207,0.37661490247812773
208,0.5611870870891497
212,0.09801298582848324
213,0.012045994392852855
217,0.012045994392852855
218,0.01962555661149784
234,0.012045994392852855
235,0.15633389073430842
236,0.01962555661149784
237,0.012045994392852855
242,0.02733668457060077
248,0.3306892909032419
253,0.2935870564392378
260,0.07588757823800935
261,0.1923678418212512
269,0.012045994392852855
271,0.13533040095767462
273,0.012045994392852855
276,0.025155613696396864
283,0.01962555661149784
289,0.012045994392852855
298,0.15534922701548717
303,0.2620746940975701
306,0.012045994392852855
308,0.01962555661149784
317,0.012045994392852855
318,0.012045994392852855
319,0.012045994392852855
320,0.012045994392852855
324,0.1006463347671845
328,0.048421106060534624
331,0.0621534553769672
335,0.05572595940686323
341,0.28048661225687516
346,0.012045994392852855
348,0.012045994392852855
349,0.02195134255634758
351,0.012045994392852855
355,0.028278639617583305
363,0.1409141809332764
366,0.012045994392852855
367,0.049835741545410865
373,0.05869625707148169
375,0.017773303258884248
382,0.01962555661149784
388,0.012045994392852855
389,0.012045994392852855
391,0.3271531176928626
400,0.01962555661149784
406,0.012045994392852855
409,0.40907803899127715
411,0.08609687935327932
414,0.025155613696396864
417,0.02249227725642747
419,0.012045994392852855
421,0.012045994392852855
423,0.017773303258884248
424,0.10152912401439222
425,0.012045994392852855
430,0.24666794376584852
448,0.03668633421140305
460,0.10404900651683581
462,0.034126937169572366
465,0.10222882984339537
467,0.3016287860987472
474,0.25845021881931585
476,0.020305906852893466
483,0.012045994392852855
485,0.012045994392852855
486,0.1718133403594364
487,0.017773303258884248
498,0.3278698727019118
503,0.012045994392852855
504,0.012045994392852855
511,0.012045994392852855
516,0.012045994392852855
522,0.020305906852893466
530,0.4115130982115543
534,0.017773303258884248
543,0.012045994392852855
554,0.012045994392852855
557,0.06344665104659246
561,0.21504331401364607
565,0.2349292767194476
567,0.0868227806689536
570,0.05932604386831302
574,0.10152912401439222
575,0.010780943841712442
578,0.1834409742896426
579,0.012045994392852855
583,0.012045994392852855
586,0.39749177402348823
593,0.10152046908316956
599,0.045273190606685464
601,0.3834447682943346
602,0.10140216965927124
611,0.012045994392852855
613,0.03616747342338356
615,0.01962555661149784
628,0.014133352124465811
642,0.019571411145490842
650,0.012045994392852855
659,0.10049333508878498
664,0.3194310952418788
672,0.08808905588568233
680,0.012045994392852855
683,0.04491650078328517
693,0.08387120835703822
696,0.012045994392852855
700,0.012045994392852855
704,0.05932604386831302
723,0.037892057076830236
725,0.02886680175764261
726,0.012045994392852855
731,0.012045994392852855
733,0.020305906852893466
736,0.012045994392852855
739,0.09623587195962574
741,0.012045994392852855
744,0.050732855499395636
745,0.012045994392852855
747,0.10254209470857006
754,0.23016391536761854
757,0.012045994392852855
760,0.012045994392852855
765,0.45228982375192234
770,0.19356147791196396
